,title,class
1629,comey confirms fbi probing alleged russian interference u vote,1
1630,cambodia political prince submits strongman,1
1631,iran rouhani say sochi summit right step right time syria,1
1632,end road america corporate darling hillary shocking take million year period corporate trough revealed,0
1633,czech babis gain possible support bid minority government,1
1634,shame desperate rubio repeatedly try pin blame clinton video,0
1635,iraq kurd beef move back defense line around oil rich kirkuk,1
1636,indiana black male fire several shot truck make america great usa flag help police find,0
1637,judge jeanine tell left knock time left unite behind th president elect,0
1638,number catholic voted historic election,0
1639,icao condemns north korea urge regulatory compliance,1
1640,former fbi asst director let rip comey political hack session coma video,0
1641,white house hopeful john kasich hire former george w bush press aide,1
1642,apple google facebook skip legal challenge new travel ban,1
1643,former corinthian college student await loan relief u state,1
1644,obama meet raul castro dissident historic trip cuba,1
1645,yemen hadi see military solution crisis arabiya tv,1
1646,trump pick regulation opponent lead fcc transition,1
1647,clinton say russia behind dnc hacking draw line trump,1
1648,alarm turned shocking detail white house fence jumper even worse thought,0
1649,fbi report devastating fact mentioned fbi report point hillary pal sid blumenthal,0
1650,watch hilarious goodbye video posted one oregon militia terrorist video,0
1651,episode sunday wire j vu guest matthew richer basil valentine,0
1652,watch g w bush gush kimmel anti trump oscar monologue refused speak obama good country former president undermine current president,0
1653,brazilian billionaire joesley batista surrender police,1
1654,slc cop murder cry suspect shoot back taser without even pursuing,0
1655,syrian refugee shocked cnn anchor back slam obama policy syria obama tarnished america image video,0
1656,never guess predicted obama global warming promo trip alaska,0
1657,ted nugent appears trump rally grope spewing profanity video,0
1658,democratic champion tax reform say trump plan may backfire,1
1659,london police say responding report shot fired oxford street,1
1660,wow sheriff clarke destroys lie obama helping black community brutally honest commentary photo op,0
1661,view destroys trump blaming unpopularity illegal voter video,0
1662,trump say decide federal reserve chair shortly,1
1663,israel trump say rare opportunity peace,1
1664,seven killed israel destroys tunnel dug gaza border,1
1665,may head brussels last minute brexit talk go,1
1666,senate republican complain chaos healthcare effort,1
1667,u house may near deal stalled russia sanction bill,1
1668,north korea threat loom trump address world leader u n,1
1669,u ready confront beijing south china sea admiral,1
1670,persecuted rohingya muslim flee violence myanmar,1
1671,trevor noah notice odd similarity u water trump video,0
1672,australian american malaysian arrested indonesia bali drug,1
1673,head nation top immigration law enforcement agency threatens lawlessness sanctuary city unless amnesty passed,0
1674,bmw open mexican factory despite trump executive,1
1675,turkey weighing border air space measure iraqi kurdish referendum pm,1
1676,month u niger still disagree happened fatal mission,1
1677,trump say latest obamacare repeal plan good chance,1
1678,peru congress pass law target odebrecht partner,1
1679,mccain call trump show u evidence,0
1680,u majority back military action v north korea gallup poll,1
1681,may meet senior minister discus brexit divorce bill offer,1
1682,rosneft ceo u sanction backfire hurt u energy major,1
1683,trump administration go attack leaker journalist,1
1684,happy mother day first grader rated mommy skill public school teacher,0
1685,ominous warning european committing self murder life know change immigrant bring war doorstep video,0
1686,u defense secretary apologizes american charged japanese woman death,1
1687,breaking cnn producer caught undercover video trashing trump voter stupid sh video,0
1688,obama sanction russia intervening election,1
1689,key lawmaker call trump defense budget request low,1
1690,bosnian forensics expert search ravine victim war,1
1691,democratic party never done big victory human right,0
1692,nancy pelosi blast republican hypocritically denouncing trump,0
1693,barbara boxer destroys carly fiorina announced ted cruz v p tweet,0
1694,canada u join force tackling border asylum seeker,1
1695,irish opposition leader say pm party preparing election,1
1696,germany defense minister refuse wear hijab saudi arabia visit say trump election prof political correctness rejected,0
1697,sorry hillary already female president name nightstalker video,0
1698,winning democrat nomination need voter coalition clinton campaign,1
1699,bosnia must make reform eu window could close hahn,1
1700,spain aim avoid economic damage catalonia direct rule pm,1
1701,trump warns rogue regime north korea grave danger,1
1702,hollywood lefty leo dicaprio go rail climate change claim video,0
1703,new roadblock emerge iraq islamic state defeat aid expert,1
1704,ted cruz get owned harvard law professor call cruz clueless constitution video,0
1705,trump tried recreating obama iconic bin laden raid situation room photo pathetic,0
1706,hilarious saturday night live mock hillary attempt ride subway nyc video,0
1707,sub human surveillance video capture black male brutally beating yr old white male break bone steal wallet offering help pay meal,0
1708,racist whacko threatens construction crew gun get n road video,0
1709,trump washington hotel conflict interest democratic lawmaker,1
1710,mexico counter negative tone u presidential race,1
1711,undercover video expose obama lie gun show loophole,0
1712,congress remains overwhelmingly christian u shift survey,1
1713,justice department affirms evidence obama wiretapped trump,1
1714,trump diversity council member threatens quit trump end daca bye bye video,0
1715,visa bad job venezuelan emigrant reluctantly return home,1
1716,trump visit jordan king abdullah washington,1
1717,black gop candidate party boss told sound black,0
1718,pastor shot killed middle church service ohio,0
1719,rent n smoking gun prof trump family racism video,0
1720,trump question nato asia nuclear weapon ahead washington summit,1
1721,rebel area near damascus hit heavy shelling despite two day truce,1
1722,top al qaeda leader killed eastern afghanistan,1
1723,oregon militant family believe gun video,0
1724,turkey say myanmar allows first foreign aid delivery,1
1725,trump vow end u cuba deal unless havana make better one,1
1726,democrat hassan declares victory new hampshire senate race,1
1727,obama meet security adviser islamic state threat,1
1728,tillerson choice raise question corporate v national interest,1
1729,bipartisan bill expected toughen u foreign investment rule,1
1730,pledging tackle inequality uk pm may seek identity beyond brexit,1
1731,wikileaks clinton lied decade marine rejected,0
1732,militant six soldier killed attack egypt sinai military say,1
1733,wow black life matter mob celebrating nyc police commissioner announcement step attack trump supporter police watch video,0
